run_id,model,psnr_y,ssim_y,tpsnr,diff_energy,ms_per_frame
run_w3_bicubic_001,bicubic,36.803349295437854,0.9600626478592554,36.344055408879164,0.02165543087758124,0.238
run_w3_sisr_001,single_frame_sr,32.37554189533965,0.880659515942846,33.881704452472505,0.018284507006562003,9.105
run_w3_tvsr_001,temporal_vsr_small_600,29.298864978912132,0.8531811783711115,37.60050081618391,0.013409953005611897,34.66
run_w3_tvsr_002,temporal_vsr_small_2000,33.513799685939645,0.9247275094191233,37.60042809444149,0.017497349565383048,34.66
